ctn:date:sum
79059990006:2018-02-17:0,5687779879
79059990007:2018-02-18:8,2673227611
79059990008:2018-02-19:4,4965024306
79059990009:2018-02-20:1,0684211527
79059990010:2018-02-21:7,5210193095
79059990011:2018-02-22:2,0653620718
79059990012:2018-02-23:1,2741096713
79059990013:2018-02-24:6,9495252918
79059990014:2018-02-25:6,6443419057
79059990015:2018-02-26:5,8662341512
79059990016:2018-02-27:8,0001458336
79059990017:2018-02-28:1,704208722
79059990018:2018-01-01:7,9978976995
79059990019:2018-01-02:1,3282276132
79059990020:2018-01-03:20,8308904391
79059990021:2018-01-04:84,4509339262
79059990022:2018-01-05:42,8547415977
79059990023:2018-01-06:73,0345098648
79059990024:2018-01-07:35,3528437024
79059990025:2018-01-08:99,6041193567
79059990026:2018-01-09:98,7782130562
79059990027:2018-01-10:43,3118750655
79059990028:2018-01-11:21,1249484149
79059990029:2018-01-12:80,3335919522
79059990030:2018-01-13:19,4591992887
79059990031:2018-01-14:16,2986948758
79059990032:2018-01-15:6,1712905939
79059990033:2018-01-16:8,0177940829
79059990034:2018-01-17:14,8187716522
79059990035:2018-01-18:6,9511559932
79059990036:2018-01-19:8,4742543536
79059990037:2018-01-20:8,0791712201
79059990038:2018-01-21:18,7230888022
79059990039:2018-01-22:7,7084553263
79059990040:2018-01-23:0,9183570758
79059990041:2018-01-24:7,7397395238
79059990042:2018-01-25:15,9542429686
79059990043:2018-01-26:11,8927245599
79059990044:2018-01-27:17,6651833859
79059990045:2018-01-28:4,7064847201
79059990046:2018-01-29:14,2143984397
79059990047:2018-01-30:9,8318395372
79059990048:2018-01-31:2,3950599019
79059990049:2018-02-01:6,2463173103
79059990050:2018-02-02:5,4402256392
79059990051:2018-02-03:4,6317467179
79059990052:2018-02-04:2,3981750472
79059990053:2018-02-05:9,2227065382
79059990054:2018-02-06:9,903400582
79059990055:2018-02-07:2,5733634496
79059990056:2018-02-08:9,9059493312
79059990057:2018-02-09:29,0696396112
79059990058:2018-02-10:16,9360279827
79059990059:2018-02-11:63,9383653059
79059990060:2018-02-12:65,6058006001
79059990061:2018-02-13:40,9655581385
79059990062:2018-02-14:47,6621408368
79059990063:2018-02-15:30,4898962671
79059990064:2018-02-16:47,5818852294
79059990065:2018-02-17:19,276980898
79059990066:2018-02-18:80,6191234528
79059990067:2018-02-19:9,4164033094
79059990068:2018-02-20:18,2525228039
79059990069:2018-02-21:6,4991520037
79059990070:2018-02-22:1,0256312036
79059990071:2018-02-23:4,5758335421
79059990072:2018-02-24:17,0984095685
79059990073:2018-02-25:16,3378115838
79059990074:2018-02-26:4,494671896
79059990075:2018-02-27:10,8252952579
79059990076:2018-02-28:19,7244374752
79059990077:2018-01-01:15,6121302944
79059990078:2018-01-02:2,531920804
79059990079:2018-01-03:8,2208038292
79059990080:2018-01-04:0,8338332386
79059990081:2018-01-05:13,756570064
79059990082:2018-01-06:14,3756782019
79059990083:2018-01-07:5,7465352164
79059990084:2018-01-08:1,4354655824
79059990085:2018-01-09:3,2404022568
79059990086:2018-01-10:9,6363606198
79059990087:2018-01-11:0,574485666
79059990088:2018-01-12:1,8740949419
79059990089:2018-01-13:6,9532591473
79059990090:2018-01-14:2,1495786657
79059990091:2018-01-15:5,5794264364
79059990092:2018-01-16:0,1925601975
79059990093:2018-01-17:6,566727535
79059990094:2018-01-18:38,5047513566
79059990095:2018-01-19:81,5769196572
79059990096:2018-01-20:67,2069186612
79059990097:2018-01-21:46,0469570364
79059990098:2018-01-22:54,9022481742
79059990099:2018-01-23:77,2694707017
79059990000:2018-01-24:77,4440541076
79059990001:2018-01-25:72,4719986258
79059990002:2018-01-26:33,9924831595
79059990003:2018-01-27:30,4075832701
79059990004:2018-01-28:10,8227844172
79059990005:2018-01-29:15,9132203156
79059990006:2018-01-30:14,3083610101
79059990007:2018-01-31:14,6898980976
79059990008:2018-02-01:19,3406833868
79059990009:2018-02-02:18,7516175546
79059990010:2018-02-03:16,5657593259
79059990011:2018-02-04:9,3216828373
79059990012:2018-02-05:13,1750462711
79059990013:2018-02-06:7,8908314278
79059990014:2018-02-07:3,8928559662
79059990015:2018-02-08:5,9516426624
79059990016:2018-02-09:3,2499892576
79059990017:2018-02-10:6,9969820169
79059990018:2018-02-11:5,2755653701
79059990019:2018-02-12:9,4687502725
79059990020:2018-02-13:0,5243793224
79059990021:2018-02-14:5,1836477334
79059990022:2018-02-15:8,33171999
79059990023:2018-02-16:7,6318438455
79059990024:2018-02-17:1,9964754462
79059990025:2018-02-18:1,0750576147
79059990026:2018-02-19:3,0534291705
79059990027:2018-02-20:4,9231306419
79059990028:2018-02-21:3,6109077608
79059990029:2018-02-22:6,2075289814
79059990030:2018-02-23:6,085717005
79059990031:2018-02-24:17,6600247154
79059990032:2018-02-25:52,4572200762
79059990033:2018-02-26:6,9831418134
79059990034:2018-02-27:49,8996162498
79059990035:2018-02-28:70,9546285873
79059990036:2018-01-01:62,0620120696
79059990037:2018-01-02:76,9801826733
79059990038:2018-01-03:46,9094874058
79059990039:2018-01-04:59,6863694011
79059990040:2018-01-05:0,0503870305
79059990041:2018-01-06:1,2919140857
79059990042:2018-01-07:9,6977804748
79059990043:2018-01-08:9,5464586874
79059990044:2018-01-09:13,9086897963
79059990045:2018-01-10:6,9807368819
79059990046:2018-01-11:17,3696827422
79059990047:2018-01-12:4,6165637325
79059990048:2018-01-13:7,4932223929
79059990049:2018-01-14:4,6471645674
79059990050:2018-01-15:17,7114208841
79059990051:2018-01-16:11,158479728
79059990052:2018-01-17:16,2660918606
79059990053:2018-01-18:3,0756546597
79059990054:2018-01-19:2,7238421538
79059990055:2018-01-20:8,2943106335
79059990056:2018-01-21:4,5929191946
79059990057:2018-01-22:4,7527869264
79059990058:2018-01-23:10,9962047742
79059990059:2018-01-24:1,1050246051
79059990060:2018-01-25:1,097316172
79059990061:2018-01-26:7,2565899811
79059990062:2018-01-27:4,5551735334
79059990063:2018-01-28:9,7408500039
79059990064:2018-01-29:8,5309557664
79059990065:2018-01-30:8,264385351
79059990066:2018-01-31:7,3161020118
79059990067:2018-02-01:5,1311051445
79059990068:2018-02-02:20,7021587902
79059990069:2018-02-03:94,3478983839
79059990070:2018-02-04:10,5466817033
79059990071:2018-02-05:74,0052500797
79059990072:2018-02-06:23,3304636978
79059990073:2018-02-07:57,8300263898
79059990074:2018-02-08:56,3357244031
79059990075:2018-02-09:23,5404634472
79059990076:2018-02-10:16,1898705676
79059990077:2018-02-11:25,6235977427
79059990078:2018-02-12:2,3079230716
79059990079:2018-02-13:4,5465889465
79059990080:2018-02-14:5,1955837723
79059990081:2018-02-15:11,9276728311
79059990082:2018-02-16:3,725371204
79059990083:2018-02-17:7,9891054939
79059990084:2018-02-18:3,8726862778
79059990085:2018-02-19:3,8156993314
79059990086:2018-02-20:2,040992624
79059990087:2018-02-21:18,1386430831
79059990088:2018-02-22:0,8723248022
79059990089:2018-02-23:1,2820273457
79059990090:2018-02-24:16,3466849822
79059990091:2018-02-25:3,8496221737
79059990092:2018-02-26:17,5501781241
79059990093:2018-02-27:19,9781477286
79059990094:2018-02-28:3,1675306994
79059990095:2018-01-01:16,8684304085
79059990096:2018-01-02:7,3613254819
79059990097:2018-01-03:7,8463008078
79059990098:2018-01-04:2,4991357319
79059990099:2018-01-05:5,3686380496
79059990000:2018-01-06:8,5993614998
79059990001:2018-01-07:7,6251232256
79059990002:2018-01-08:5,4452332559
79059990003:2018-01-09:4,2036238784
79059990004:2018-01-10:6,918867181
79059990005:2018-01-11:72,079274163
79059990006:2018-01-12:14,0041745984
79059990007:2018-01-13:90,7176659626
79059990008:2018-01-14:23,4115715627
79059990009:2018-01-15:14,9131841833
79059990010:2018-01-16:35,9384576418
79059990011:2018-01-17:60,8907328015
79059990012:2018-01-18:25,0862455557
79059990013:2018-01-19:79,445404281
79059990014:2018-01-20:81,581125627
79059990015:2018-01-21:17,0055991379
79059990016:2018-01-22:16,574568849
79059990017:2018-01-23:14,0882771316
79059990018:2018-01-24:14,9235473883
79059990019:2018-01-25:5,7595482745
79059990020:2018-01-26:15,0566094816
79059990021:2018-01-27:10,6149294362
79059990022:2018-01-28:14,6761433061
79059990023:2018-01-29:1,0644252999
79059990024:2018-01-30:8,7270815393
79059990025:2018-01-31:6,1332998369
79059990026:2018-02-01:8,0399331867
79059990027:2018-02-02:19,098645601
79059990028:2018-02-03:3,6799046424
79059990029:2018-02-04:6,3687348946
79059990030:2018-02-05:10,545175645
79059990031:2018-02-06:14,1056810859
79059990032:2018-02-07:9,7865898552
79059990033:2018-02-08:8,7489797633
79059990034:2018-02-09:6,8618372197
79059990035:2018-02-10:5,3659944216
79059990036:2018-02-11:9,0131800272
79059990037:2018-02-12:4,2351859483
79059990038:2018-02-13:1,6164303412
79059990039:2018-02-14:8,2644913168
79059990040:2018-02-15:6,395852269
79059990041:2018-02-16:4,9512734789
79059990042:2018-02-17:72,9679794697
79059990043:2018-02-18:71,4209360599
79059990044:2018-02-19:91,350335817
79059990045:2018-02-20:40,6149122218
79059990046:2018-02-21:95,3279604814
79059990047:2018-02-22:95,4627563334
79059990048:2018-02-23:42,1797774783
79059990049:2018-02-24:89,2524678984
79059990050:2018-02-25:18,6421143048
79059990051:2018-02-26:95,3689268105
79059990052:2018-02-27:13,4918598798
79059990053:2018-02-28:11,8199329018
79059990054:2018-01-01:1,3920468722
79059990055:2018-01-02:13,4047739721
79059990056:2018-01-03:5,4978162955
79059990057:2018-01-04:2,6002986667
79059990058:2018-01-05:6,174118673
79059990059:2018-01-06:11,5220000235
79059990060:2018-01-07:9,9526447687
79059990061:2018-01-08:0,9327618762
79059990062:2018-01-09:1,7133637305
79059990063:2018-01-10:0,8529375668
79059990064:2018-01-11:1,8527096652
79059990065:2018-01-12:14,7234154849
79059990066:2018-01-13:14,5337028195
79059990067:2018-01-14:10,5914979568
79059990068:2018-01-15:14,3197874407
79059990069:2018-01-16:2,2155833891
79059990070:2018-01-17:8,1188025773
79059990071:2018-01-18:3,0091724375
79059990072:2018-01-19:0,7544856746
79059990073:2018-01-20:3,4208704562
79059990074:2018-01-21:1,6903009813
79059990075:2018-01-22:9,3050211285
79059990076:2018-01-23:7,7039299396
79059990077:2018-01-24:6,5672104723
79059990078:2018-01-25:6,0841160554
79059990079:2018-01-26:92,5480258519
79059990080:2018-01-27:92,6041274185
79059990081:2018-01-28:28,4391166197
79059990082:2018-01-29:59,770470635
79059990083:2018-01-30:60,910213953
79059990084:2018-01-31:50,7208522012
79059990085:2018-02-01:3,1574658258
79059990086:2018-02-02:55,3945016107
79059990087:2018-02-03:65,857192235
79059990088:2018-02-04:91,4433019042
79059990089:2018-02-05:5,9209184595
79059990090:2018-02-06:0,726525417
79059990091:2018-02-07:6,4618560302
79059990092:2018-02-08:14,55840941
79059990093:2018-02-09:11,0240507704
79059990094:2018-02-10:12,3104662152
79059990095:2018-02-11:11,6589076162
79059990096:2018-02-12:13,4628185112
79059990097:2018-02-13:16,9895238097
79059990098:2018-02-14:9,8248834389
79059990099:2018-02-15:13,6418627744
